termino_eng_only,decision_11_3,estado_11_3,mef_v3_id,justificacion
Relación con ENG-050,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-051,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-052,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-053,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-054,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-055,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-056,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-057,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-058,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-059,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-060,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-061,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-062,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-063,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-064,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-065,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-066,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-067,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-068,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-069,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-070,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-071,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-072,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-073,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-074,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-076,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-077,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-078,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-079,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-080,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-081,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-082,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Relación con ENG-086,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Release,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Release Artifact,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Release Candidate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Release Gate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Release Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Release Notes,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Reliability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Reliability Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Remote Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Repair,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Replay Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Replication,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Repository,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Repository Contract,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Repository Language,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Reproducibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Request,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Required Capability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Required Dependency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Required Field,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Required Field Addition,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Reserved Namespace,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resilience,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resilience Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resilience Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Context,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Determinism,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Inputs,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Path,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Policy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Result,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resolution Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Capacity,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Cleanup,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Exhaustion,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Exhaustion Attack,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Limits,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Management Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Quota,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resource Usage,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Response,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Restart Required,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Restore,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Result,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resume,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resume Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Resume Validation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retention,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retention Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Amplification,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Backoff,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Budget,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Classification,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Everything,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Exhausted,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Limit,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Metrics,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Ownership,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Policy,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Safety,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Storm,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Retry-After,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Revocation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Riesgos,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Role,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rollback,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rollback Compatibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rollback Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rollforward,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rolling Deployment,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Root Cause,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Round-Trip Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Row-Level Security,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Rule Ordering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Running,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Compatibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Diagnostics,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Health,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Lifecycle,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Readiness,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Shutdown,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime State,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Runtime Upgrade,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Saga,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Sampling,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Saturation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Savepoint,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
SBOM,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scalability,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scalability Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scalability Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scaling Efficiency,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scheduling & Background Jobs Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scheduling Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Compatibility,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Diff,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Drift,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Engineering,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Evolution,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
schema list,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Ownership,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Registry,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
schema validate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Validation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Schema Version,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scope Leakage,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scope ≠ Lifetime,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Scope Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Second Phase,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secrets,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Access,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Leakage,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Lifetime,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Logging,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Provider,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Resolution,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secret Rotation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Secure Defaults,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Architecture,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Boundary,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
security capabilities,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Context,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Exception,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Failure,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Gate,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Integration,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Review,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Test,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Security Validation,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
Segunda Fase,MANTENER_DIFERIDO,FUERA_DE_RESOLUCION_ALIAS,,No existe autoridad FND/ARQ ni relación alias→V3 demostrada en 11.3.
