termino_extraido,variante_original,capa,fuente_id,archivo,linea,tipo_evidencia,contexto,estado_10_2,clave_lexica_provisional,apariciones
Exporter Dependency,Exporter Dependency,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2948,ENCABEZADO,Exporter Dependency,CANDIDATO_BRUTO_NO_CANONIZADO,exporter dependency,1
Health Equals State,Health Equals State,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2952,ENCABEZADO,Health Equals State,CANDIDATO_BRUTO_NO_CANONIZADO,health equals state,1
Deep Health Checks,Deep Health Checks,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2956,ENCABEZADO,Deep Health Checks,CANDIDATO_BRUTO_NO_CANONIZADO,deep health checks,1
Public Diagnostics,Public Diagnostics,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2960,ENCABEZADO,Public Diagnostics,CANDIDATO_BRUTO_NO_CANONIZADO,public diagnostics,1
Secret Telemetry,Secret Telemetry,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2964,ENCABEZADO,Secret Telemetry,CANDIDATO_BRUTO_NO_CANONIZADO,secret telemetry,1
Vendor Lock-In,Vendor Lock-In,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2968,ENCABEZADO,Vendor Lock-In,CANDIDATO_BRUTO_NO_CANONIZADO,vendor lock-in,4
Unbounded Buffers,Unbounded Buffers,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2972,ENCABEZADO,Unbounded Buffers,CANDIDATO_BRUTO_NO_CANONIZADO,unbounded buffers,1
Telemetry Recursion,Telemetry Recursion,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2976,ENCABEZADO,Telemetry Recursion,CANDIDATO_BRUTO_NO_CANONIZADO,telemetry recursion,2
Correlation as Identity,Correlation as Identity,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2980,ENCABEZADO,Correlation as Identity,CANDIDATO_BRUTO_NO_CANONIZADO,correlation as identity,1
False Delivery Guarantees,False Delivery Guarantees,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2984,ENCABEZADO,False Delivery Guarantees,CANDIDATO_BRUTO_NO_CANONIZADO,false delivery guarantees,1
Relación con ENG-010,Relación con ENG-010,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2990,ENCABEZADO,296. Relación con ENG-010,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-010,1
ENG-010,ENG-010,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,2992,DEFINICION_EXPLICITA,ENG-010 define Logging.,CANDIDATO_BRUTO_NO_CANONIZADO,eng-010,3
Relación con ENG-015,Relación con ENG-015,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3012,ENCABEZADO,297. Relación con ENG-015,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-015,8
ENG-015,ENG-015,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3014,DEFINICION_EXPLICITA,ENG-015 define State.,CANDIDATO_BRUTO_NO_CANONIZADO,eng-015,7
Relación con ENG-018,Relación con ENG-018,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3030,ENCABEZADO,298. Relación con ENG-018,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-018,15
Relación con ENG-019,Relación con ENG-019,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3045,ENCABEZADO,299. Relación con ENG-019,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-019,18
Relación con ENG-020,Relación con ENG-020,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3051,ENCABEZADO,300. Relación con ENG-020,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-020,20
Relación con ENG-021,Relación con ENG-021,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3064,ENCABEZADO,301. Relación con ENG-021,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-021,22
Relación con ENG-022,Relación con ENG-022,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3070,ENCABEZADO,302. Relación con ENG-022,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-022,19
Relación con ENG-023,Relación con ENG-023,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3085,ENCABEZADO,303. Relación con ENG-023,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-023,17
Relación con ENG-024,Relación con ENG-024,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3100,ENCABEZADO,304. Relación con ENG-024,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-024,30
Relación con ENG-026,Relación con ENG-026,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3114,ENCABEZADO,305. Relación con ENG-026,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-026,14
Relación con ENG-027,Relación con ENG-027,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3120,ENCABEZADO,306. Relación con ENG-027,CANDIDATO_BRUTO_NO_CANONIZADO,relación con eng-027,23
Principio Rector,Principio Rector,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3144,ENCABEZADO,307. Principio Rector,CANDIDATO_BRUTO_NO_CANONIZADO,principio rector,102
ENG-025 — Observability Engineering,ENG-025 — Observability Engineering,ENG,ENG-025,ENG-025-OBSERVABILITY_ENGINEERING.md,3152,TERMINO_DESTACADO,ENG-025 — Observability Engineering establece cómo MEF podrá observarse a sí mismo.,CANDIDATO_BRUTO_NO_CANONIZADO,eng-025 — observability engineering,1
ENG-026,ENG-026,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,57,ENCABEZADO,ENG-026,CANDIDATO_BRUTO_NO_CANONIZADO,eng-026,1
Performance Engineering,Performance Engineering,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,59,ENCABEZADO,Performance Engineering,CANDIDATO_BRUTO_NO_CANONIZADO,performance engineering,5
Performance Engineering,Performance Engineering,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,69,TERMINO_DESTACADO,Definir las reglas de Performance Engineering de MEF (Modular,CANDIDATO_BRUTO_NO_CANONIZADO,performance engineering,5
Declaración,Declaración,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,120,ENCABEZADO,2. Declaración,CANDIDATO_BRUTO_NO_CANONIZADO,declaración,107
Performance,Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,155,ENCABEZADO,3. Performance,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Performance,Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,157,DEFINICION_EXPLICITA,Performance representa la capacidad del sistema para ejecutar trabajo,CANDIDATO_BRUTO_NO_CANONIZADO,performance,25
Performance Dimensions,Performance Dimensions,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,162,ENCABEZADO,4. Performance Dimensions,CANDIDATO_BRUTO_NO_CANONIZADO,performance dimensions,1
Latency,Latency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,179,ENCABEZADO,5. Latency,CANDIDATO_BRUTO_NO_CANONIZADO,latency,3
Latency,Latency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,181,DEFINICION_EXPLICITA,Latency representa el tiempo requerido para completar una operación.,CANDIDATO_BRUTO_NO_CANONIZADO,latency,3
Throughput,Throughput,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,195,ENCABEZADO,6. Throughput,CANDIDATO_BRUTO_NO_CANONIZADO,throughput,3
Throughput,Throughput,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,197,DEFINICION_EXPLICITA,Throughput representa la cantidad de operaciones procesadas por unidad,CANDIDATO_BRUTO_NO_CANONIZADO,throughput,3
Resource Utilization,Resource Utilization,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,210,ENCABEZADO,7. Resource Utilization,CANDIDATO_BRUTO_NO_CANONIZADO,resource utilization,1
Concurrency,Concurrency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,229,ENCABEZADO,8. Concurrency,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency,14
Concurrency,Concurrency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,231,DEFINICION_EXPLICITA,Concurrency representa la capacidad de gestionar múltiples operaciones,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency,14
Parallelism,Parallelism,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,236,ENCABEZADO,9. Parallelism,CANDIDATO_BRUTO_NO_CANONIZADO,parallelism,5
Parallelism,Parallelism,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,238,DEFINICION_EXPLICITA,Parallelism representa ejecución simultánea real cuando la plataforma lo,CANDIDATO_BRUTO_NO_CANONIZADO,parallelism,5
Concurrency ≠ Parallelism,Concurrency ≠ Parallelism,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,243,ENCABEZADO,10. Concurrency ≠ Parallelism,CANDIDATO_BRUTO_NO_CANONIZADO,concurrency ≠ parallelism,2
Scalability,Scalability,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,249,ENCABEZADO,11. Scalability,CANDIDATO_BRUTO_NO_CANONIZADO,scalability,6
Scalability,Scalability,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,251,DEFINICION_EXPLICITA,Scalability representa la capacidad de mantener comportamiento aceptable,CANDIDATO_BRUTO_NO_CANONIZADO,scalability,6
Capacity,Capacity,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,256,ENCABEZADO,12. Capacity,CANDIDATO_BRUTO_NO_CANONIZADO,capacity,6
Capacity,Capacity,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,258,DEFINICION_EXPLICITA,Capacity representa la carga máxima sostenible dentro de límites,CANDIDATO_BRUTO_NO_CANONIZADO,capacity,6
Efficiency,Efficiency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,263,ENCABEZADO,13. Efficiency,CANDIDATO_BRUTO_NO_CANONIZADO,efficiency,2
Efficiency,Efficiency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,265,DEFINICION_EXPLICITA,Efficiency representa la relación entre,CANDIDATO_BRUTO_NO_CANONIZADO,efficiency,2
Performance Is Contextual,Performance Is Contextual,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,275,ENCABEZADO,14. Performance Is Contextual,CANDIDATO_BRUTO_NO_CANONIZADO,performance is contextual,1
Performance Scenario,Performance Scenario,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,287,ENCABEZADO,15. Performance Scenario,CANDIDATO_BRUTO_NO_CANONIZADO,performance scenario,1
Reproducibility,Reproducibility,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,307,ENCABEZADO,16. Reproducibility,CANDIDATO_BRUTO_NO_CANONIZADO,reproducibility,5
Benchmark,Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,313,ENCABEZADO,17. Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark,4
Un Benchmark,Un Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,315,DEFINICION_EXPLICITA,Un Benchmark es una prueba diseñada específicamente para medir,CANDIDATO_BRUTO_NO_CANONIZADO,un benchmark,1
Benchmark ≠ Functional Test,Benchmark ≠ Functional Test,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,320,ENCABEZADO,18. Benchmark ≠ Functional Test,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark ≠ functional test,1
Performance Test,Performance Test,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,332,ENCABEZADO,19. Performance Test,CANDIDATO_BRUTO_NO_CANONIZADO,performance test,6
Benchmark Types,Benchmark Types,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,338,ENCABEZADO,20. Benchmark Types,CANDIDATO_BRUTO_NO_CANONIZADO,benchmark types,1
Microbenchmark,Microbenchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,355,ENCABEZADO,21. Microbenchmark,CANDIDATO_BRUTO_NO_CANONIZADO,microbenchmark,2
Component Benchmark,Component Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,368,ENCABEZADO,22. Component Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,component benchmark,1
Integration Benchmark,Integration Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,381,ENCABEZADO,23. Integration Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,integration benchmark,1
Runtime Benchmark,Runtime Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,387,ENCABEZADO,24. Runtime Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,runtime benchmark,1
Load Test,Load Test,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,393,ENCABEZADO,25. Load Test,CANDIDATO_BRUTO_NO_CANONIZADO,load test,6
Stress Test,Stress Test,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,399,ENCABEZADO,26. Stress Test,CANDIDATO_BRUTO_NO_CANONIZADO,stress test,4
Soak Test,Soak Test,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,405,ENCABEZADO,27. Soak Test,CANDIDATO_BRUTO_NO_CANONIZADO,soak test,6
Scalability Test,Scalability Test,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,418,ENCABEZADO,28. Scalability Test,CANDIDATO_BRUTO_NO_CANONIZADO,scalability test,3
Baseline,Baseline,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,432,ENCABEZADO,29. Baseline,CANDIDATO_BRUTO_NO_CANONIZADO,baseline,1
Baseline Purpose,Baseline Purpose,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,438,ENCABEZADO,30. Baseline Purpose,CANDIDATO_BRUTO_NO_CANONIZADO,baseline purpose,1
Performance Regression,Performance Regression,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,450,ENCABEZADO,31. Performance Regression,CANDIDATO_BRUTO_NO_CANONIZADO,performance regression,2
Regression Threshold,Regression Threshold,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,457,ENCABEZADO,32. Regression Threshold,CANDIDATO_BRUTO_NO_CANONIZADO,regression threshold,2
Statistical Noise,Statistical Noise,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,472,ENCABEZADO,33. Statistical Noise,CANDIDATO_BRUTO_NO_CANONIZADO,statistical noise,2
Multiple Runs,Multiple Runs,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,478,ENCABEZADO,34. Multiple Runs,CANDIDATO_BRUTO_NO_CANONIZADO,multiple runs,1
Warmup,Warmup,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,485,ENCABEZADO,35. Warmup,CANDIDATO_BRUTO_NO_CANONIZADO,warmup,1
Cold Start,Cold Start,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,496,ENCABEZADO,36. Cold Start,CANDIDATO_BRUTO_NO_CANONIZADO,cold start,2
Warm Runtime,Warm Runtime,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,502,ENCABEZADO,37. Warm Runtime,CANDIDATO_BRUTO_NO_CANONIZADO,warm runtime,1
Percentiles,Percentiles,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,508,ENCABEZADO,38. Percentiles,CANDIDATO_BRUTO_NO_CANONIZADO,percentiles,1
Average Limitation,Average Limitation,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,525,ENCABEZADO,39. Average Limitation,CANDIDATO_BRUTO_NO_CANONIZADO,average limitation,1
Tail Latency,Tail Latency,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,531,ENCABEZADO,40. Tail Latency,CANDIDATO_BRUTO_NO_CANONIZADO,tail latency,4
Performance Budget,Performance Budget,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,538,ENCABEZADO,41. Performance Budget,CANDIDATO_BRUTO_NO_CANONIZADO,performance budget,4
Un Performance Budget,Un Performance Budget,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,540,DEFINICION_EXPLICITA,Un Performance Budget define límites aceptables.,CANDIDATO_BRUTO_NO_CANONIZADO,un performance budget,1
Budget Types,Budget Types,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,544,ENCABEZADO,42. Budget Types,CANDIDATO_BRUTO_NO_CANONIZADO,budget types,1
Budget Example,Budget Example,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,560,ENCABEZADO,43. Budget Example,CANDIDATO_BRUTO_NO_CANONIZADO,budget example,1
Estos valores,Estos valores,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,577,DEFINICION_EXPLICITA,Estos valores son ilustrativos y no constituyen todavía límites,CANDIDATO_BRUTO_NO_CANONIZADO,estos valores,1
No Arbitrary Budgets,No Arbitrary Budgets,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,582,ENCABEZADO,44. No Arbitrary Budgets,CANDIDATO_BRUTO_NO_CANONIZADO,no arbitrary budgets,1
Performance SLO,Performance SLO,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,595,ENCABEZADO,45. Performance SLO,CANDIDATO_BRUTO_NO_CANONIZADO,performance slo,1
Framework Budget,Framework Budget,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,602,ENCABEZADO,46. Framework Budget,CANDIDATO_BRUTO_NO_CANONIZADO,framework budget,1
Application Budget,Application Budget,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,609,ENCABEZADO,47. Application Budget,CANDIDATO_BRUTO_NO_CANONIZADO,application budget,2
Framework Overhead,Framework Overhead,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,615,ENCABEZADO,48. Framework Overhead,CANDIDATO_BRUTO_NO_CANONIZADO,framework overhead,1
Overhead Sources,Overhead Sources,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,621,ENCABEZADO,49. Overhead Sources,CANDIDATO_BRUTO_NO_CANONIZADO,overhead sources,1
Runtime Bootstrap Performance,Runtime Bootstrap Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,639,ENCABEZADO,50. Runtime Bootstrap Performance,CANDIDATO_BRUTO_NO_CANONIZADO,runtime bootstrap performance,1
Bootstrap Trace,Bootstrap Trace,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,656,ENCABEZADO,51. Bootstrap Trace,CANDIDATO_BRUTO_NO_CANONIZADO,bootstrap trace,2
Bootstrap Duration,Bootstrap Duration,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,673,ENCABEZADO,52. Bootstrap Duration,CANDIDATO_BRUTO_NO_CANONIZADO,bootstrap duration,1
Bootstrap Breakdown,Bootstrap Breakdown,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,683,ENCABEZADO,53. Bootstrap Breakdown,CANDIDATO_BRUTO_NO_CANONIZADO,bootstrap breakdown,1
Module Count Scaling,Module Count Scaling,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,689,ENCABEZADO,54. Module Count Scaling,CANDIDATO_BRUTO_NO_CANONIZADO,module count scaling,2
Linear Behavior,Linear Behavior,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,704,ENCABEZADO,55. Linear Behavior,CANDIDATO_BRUTO_NO_CANONIZADO,linear behavior,1
Complexity Awareness,Complexity Awareness,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,716,ENCABEZADO,56. Complexity Awareness,CANDIDATO_BRUTO_NO_CANONIZADO,complexity awareness,1
Hidden Quadratic Behavior,Hidden Quadratic Behavior,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,722,ENCABEZADO,57. Hidden Quadratic Behavior,CANDIDATO_BRUTO_NO_CANONIZADO,hidden quadratic behavior,1
Algorithm Before Micro-Optimization,Algorithm Before Micro-Optimization,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,741,ENCABEZADO,58. Algorithm Before Micro-Optimization,CANDIDATO_BRUTO_NO_CANONIZADO,algorithm before micro-optimization,1
Registry Performance,Registry Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,755,ENCABEZADO,59. Registry Performance,CANDIDATO_BRUTO_NO_CANONIZADO,registry performance,1
Registry Lookup,Registry Lookup,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,761,ENCABEZADO,60. Registry Lookup,CANDIDATO_BRUTO_NO_CANONIZADO,registry lookup,1
Registry Indexes,Registry Indexes,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,783,ENCABEZADO,61. Registry Indexes,CANDIDATO_BRUTO_NO_CANONIZADO,registry indexes,2
Index Cost,Index Cost,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,799,ENCABEZADO,62. Index Cost,CANDIDATO_BRUTO_NO_CANONIZADO,index cost,1
Registry Freeze Optimization,Registry Freeze Optimization,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,811,ENCABEZADO,63. Registry Freeze Optimization,CANDIDATO_BRUTO_NO_CANONIZADO,registry freeze optimization,1
Registry Benchmark,Registry Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,818,ENCABEZADO,64. Registry Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,registry benchmark,1
Container Performance,Container Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,831,ENCABEZADO,65. Container Performance,CANDIDATO_BRUTO_NO_CANONIZADO,container performance,1
Resolution Path,Resolution Path,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,837,ENCABEZADO,66. Resolution Path,CANDIDATO_BRUTO_NO_CANONIZADO,resolution path,3
Container Reflection,Container Reflection,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,855,ENCABEZADO,67. Container Reflection,CANDIDATO_BRUTO_NO_CANONIZADO,container reflection,1
Compiled Container,Compiled Container,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,862,ENCABEZADO,68. Compiled Container,CANDIDATO_BRUTO_NO_CANONIZADO,compiled container,2
Container Cache,Container Cache,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,868,ENCABEZADO,69. Container Cache,CANDIDATO_BRUTO_NO_CANONIZADO,container cache,2
Scope Cost,Scope Cost,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,874,ENCABEZADO,70. Scope Cost,CANDIDATO_BRUTO_NO_CANONIZADO,scope cost,1
Singleton,Singleton,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,886,ENCABEZADO,71. Singleton,CANDIDATO_BRUTO_NO_CANONIZADO,singleton,3
Transient,Transient,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,898,ENCABEZADO,72. Transient,CANDIDATO_BRUTO_NO_CANONIZADO,transient,1
Scope Selection,Scope Selection,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,910,ENCABEZADO,73. Scope Selection,CANDIDATO_BRUTO_NO_CANONIZADO,scope selection,1
Container Benchmark,Container Benchmark,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,918,ENCABEZADO,74. Container Benchmark,CANDIDATO_BRUTO_NO_CANONIZADO,container benchmark,1
Dependency Graph Performance,Dependency Graph Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,932,ENCABEZADO,75. Dependency Graph Performance,CANDIDATO_BRUTO_NO_CANONIZADO,dependency graph performance,1
Circular Detection,Circular Detection,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,938,ENCABEZADO,76. Circular Detection,CANDIDATO_BRUTO_NO_CANONIZADO,circular detection,1
Contract Performance,Contract Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,944,ENCABEZADO,77. Contract Performance,CANDIDATO_BRUTO_NO_CANONIZADO,contract performance,2
Contract Lookup,Contract Lookup,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,950,ENCABEZADO,78. Contract Lookup,CANDIDATO_BRUTO_NO_CANONIZADO,contract lookup,1
Contract Validation,Contract Validation,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,956,ENCABEZADO,79. Contract Validation,CANDIDATO_BRUTO_NO_CANONIZADO,contract validation,5
Runtime Contract Cost,Runtime Contract Cost,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,963,ENCABEZADO,80. Runtime Contract Cost,CANDIDATO_BRUTO_NO_CANONIZADO,runtime contract cost,1
Prevalidation,Prevalidation,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,969,ENCABEZADO,81. Prevalidation,CANDIDATO_BRUTO_NO_CANONIZADO,prevalidation,1
Event Bus Performance,Event Bus Performance,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,982,ENCABEZADO,82. Event Bus Performance,CANDIDATO_BRUTO_NO_CANONIZADO,event bus performance,1
Event Publish Cost,Event Publish Cost,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,997,ENCABEZADO,83. Event Publish Cost,CANDIDATO_BRUTO_NO_CANONIZADO,event publish cost,1
Handler Cost,Handler Cost,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,1009,ENCABEZADO,84. Handler Cost,CANDIDATO_BRUTO_NO_CANONIZADO,handler cost,1
Event Fan-Out,Event Fan-Out,ENG,ENG-026,ENG-026-RUNTIME_PERFORMANCE_ENGINEERING.md,1015,ENCABEZADO,85. Event Fan-Out,CANDIDATO_BRUTO_NO_CANONIZADO,event fan-out,1
